kecamatan,desa,rt
Kempas,Kerta Jaya,RT 009 RW 004 DUSUN LIMAU MANIS
Kempas,Kerta Jaya,RT 010 RW 005 DUSUN LIMAU MANIS
Kempas,Kulim Jaya,RT 001 RW 001 DUSUN AIR HITAM
Kempas,Kulim Jaya,RT 002 RW 001 DUSUN AIR HITAM
Kempas,Kulim Jaya,RT 003 RW 001 DUSUN AIR HITAM
Kempas,Kulim Jaya,RT 004 RW 002 DUSUN GEMILANG I
Kempas,Kulim Jaya,RT 005 RW 002 DUSUN GEMILANG I
Kempas,Kulim Jaya,RT 008 RW 003 DUSUN GEMILANG II
Kempas,Kulim Jaya,RT 006 RW 003 DUSUN GEMILANG II
Kempas,Kulim Jaya,RT 007 RW 003 DUSUN GEMILANG II
Kempas,Kulim Jaya,RT RT 010  RW RW 004 DUSUN DUSUN GEMILANG I
Kempas,Danau Pulai Indah,RT 001 RW 001 DUSUN PANDAN HARUM
Kempas,Danau Pulai Indah,RT 002 RW 001 DUSUN PANDAN HARUM
Kempas,Danau Pulai Indah,RT 003 RW 001 DUSUN PANDAN HARUM
Kempas,Danau Pulai Indah,RT 004 RW 001 DUSUN PANDAN HARUM
Kempas,Danau Pulai Indah,RT 005 RW 001 DUSUN PANDAN HARUM
Kempas,Danau Pulai Indah,RT 006 RW 002 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 007 RW 002 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 008 RW 002 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 009 RW 002 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 010 RW 003 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 011 RW 003 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 012 RW 003 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 013 RW 003 DUSUN KELAPA SAWIT
Kempas,Danau Pulai Indah,RT 014 RW 004 DUSUN MEKAR SERUMPUN
Kempas,Danau Pulai Indah,RT 015 RW 004 DUSUN MEKAR SERUMPUN
Kempas,Danau Pulai Indah,RT 016 RW 004 DUSUN MEKAR SERUMPUN
Kempas,Danau Pulai Indah,RT 017 RW 004 DUSUN MEKAR SERUMPUN
Kempas,Danau Pulai Indah,RT 018 RW 005 DUSUN MEKAR SERUMPUN
Kempas,Danau Pulai Indah,RT 019 RW 005 DUSUN MEKAR SERUMPUN
Kempas,Danau Pulai Indah,RT 020 RW 005 DUSUN MEKAR SERUMPUN
Batang Tuaka,Kuala Sebatu,RT 001 RW 001 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 002 RW 001 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 003 RW 001 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 004 RW 001 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 005 RW 001 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 006 RW 002 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 007 RW 002 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 008 RW 002 DUSUN 1
Batang Tuaka,Kuala Sebatu,RT 009 RW 004 DUSUN 2
Batang Tuaka,Kuala Sebatu,RT 0011 RW 004 DUSUN 2
Batang Tuaka,Kuala Sebatu,RT 012 RW 004 DUSUN 2
Batang Tuaka,Kuala Sebatu,RT 013 RW 004 DUSUN 2
Batang Tuaka,Kuala Sebatu,RT 014 RW 004 DUSUN 2
Batang Tuaka,Kuala Sebatu,RT 015 RW 005 DUSUN 2
Batang Tuaka,Kuala Sebatu,RT 016 RW 005 DUSUN 3
Batang Tuaka,Kuala Sebatu,RT 017 RW 005 DUSUN 3
Batang Tuaka,Kuala Sebatu,RT 018 RW 006 DUSUN 3
Batang Tuaka,Kuala Sebatu,RT 019 RW 006 DUSUN 3
Batang Tuaka,Kuala Sebatu,RT 019 RW 006 DUSUN 3
Batang Tuaka,Kuala Sebatu,RT 021 RW 006 DUSUN 3
Batang Tuaka,Kuala Sebatu,RT 022 RW 007 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 023 RW 007 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 024 RW 007 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 025 RW 007 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 026 RW 007 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 027 RW 008 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 028 RW 008 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 029 RW 008 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 030 RW 009 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 031 RW 009 DUSUN 4
Batang Tuaka,Kuala Sebatu,RT 032 RW 009
Batang Tuaka,Kuala Sebatu,RT 033 RW 009 DUSUN 4
Batang Tuaka,Sungai Raya,RT 002 RW 001 DUSUN 1
Batang Tuaka,Sungai Raya,RT 003 RW 001 DUSUN 1
Batang Tuaka,Sungai Raya,RT 004 RW 002 DUSUN 1
Batang Tuaka,Sungai Raya,RT 005 RW 002 DUSUN 1
Batang Tuaka,Sungai Raya,RT 006 RW 002 DUSUN 1
Batang Tuaka,Sungai Raya,RT 007 RW 003 DUSUN 2
Batang Tuaka,Sungai Raya,RT 008 RW 003 DUSUN 2
Batang Tuaka,Sungai Raya,RT 009 RW 004 DUSUN 2
Batang Tuaka,Sungai Raya,RT 010 RW 004 DUSUN 2
Batang Tuaka,Sungai Raya,RT 011 RW 005 DUSUN 3
Batang Tuaka,Sungai Raya,RT 012 RW 005 DUSUN 3
Batang Tuaka,Sungai Raya,RT 013 RW 005 DUSUN 3
Batang Tuaka,Sungai Raya,RT 014 RW 005 DUSUN 3
Batang Tuaka,Sungai Raya,PERKEBUNAN
Batang Tuaka,Sungai Raya,PERKEBUNAN
Batang Tuaka,Sungai Raya,PERKEBUNAN
Batang Tuaka,Sungai Junjangan,RT 001 RW 001 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 002 RW 001 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 004 RW 001 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 006 RW 001 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 007 RW 002 DUSUN 1
Batang Tuaka,Sungai Junjangan,RT 010 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 011 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 013 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 014 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 015 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 016 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 017 RW 003 DUSUN 5
Batang Tuaka,Sungai Junjangan,RT 018 RW 004 DUSUN 1
Batang Tuaka,Sungai Junjangan,RT 019 RW 004 DUSUN 1
Batang Tuaka,Sungai Junjangan,RT 020 RW 004 DUSUN 1
Batang Tuaka,Sungai Junjangan,RT 021 RW 004 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 022 RW 004 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 023 RW 004 DUSUN 2
Batang Tuaka,Sungai Junjangan,RT 024 RW 005 DUSUN 3
Batang Tuaka,Sungai Junjangan,RT 025 RW 005 DUSUN 3
Batang Tuaka,Sungai Junjangan,RT RT 026 RW 005 DUSUN 3
Batang Tuaka,Sungai Junjangan,RT 027 RW 005 DUSUN 3
Batang Tuaka,Sungai Junjangan,RT 029 RW 005 DUSUN 3
Batang Tuaka,Sungai Junjangan,RT 031 RW 006 DUSUN 4
Batang Tuaka,Sungai Junjangan,RT 032 RW 006 DUSUN 4
Batang Tuaka,Sungai Junjangan,RT 033 RW 006 DUSUN 4
Batang Tuaka,Sungai Junjangan,RT 034 RW 006 DUSUN 4
Batang Tuaka,Sungai Junjangan,HUTAN
Batang Tuaka,Sungai Junjangan,HUTAN
Batang Tuaka,Sungai Junjangan,HUTAN
Batang Tuaka,Sungai Luar,RT 001 RW 001 DUSUN KERTASARI
Batang Tuaka,Sungai Luar,RT 002 RW 003 DUSUN PARIT KULIM
Batang Tuaka,Sungai Luar,RT 003 RW 003 DUSUN PARIT KULIM
Batang Tuaka,Sungai Luar,RT 004 RW 001 DUSUN KERTASARI
Batang Tuaka,Sungai Luar,RT 005 RW 001 DUSUN MAWAR MERAH
Batang Tuaka,Sungai Luar,RT 006 RW 002 DUSUN KERTASARI
Batang Tuaka,Sungai Luar,RT 007 RW 005 DUSUN MAWAR MERAH
Batang Tuaka,Sungai Luar,RT 008 RW 002 DUSUN KERTASARI
Batang Tuaka,Sungai Luar,RT 009 RW 003 DUSUN PARIT KULIM
Batang Tuaka,Sungai Luar,RT 010 RW 005 DUSUN MAWAR MERAH
Batang Tuaka,Sungai Luar,RT 011 RW 004 DUSUN HANG TUAH
Batang Tuaka,Sungai Luar,RT 012 RW 004 DUSUN HANG TUAH
Batang Tuaka,Sungai Luar,RT 013 RW 005 DUSUN MAWAR MERAH
Batang Tuaka,Sungai Luar,RT 014 RW 002 DUSUN KERTASARI
Batang Tuaka,Sungai Luar,RT 015 RW 004 DUSUN HANG TUAH
Batang Tuaka,Sungai Luar,PERKEBUNAN
Batang Tuaka,Sungai Dusun,RT 001 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 002 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 003 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 004 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 005 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 006 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 007 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 008 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 009 RW 002 DUSUN SEJAHTERA
Batang Tuaka,Sungai Dusun,RT 010 RW 002 DUSUN SEJAHTERA
Batang Tuaka,Sungai Dusun,RT 011 RW 003 DUSUN MAJU JAYA
Batang Tuaka,Sungai Dusun,RT 012 RW 003 DUSUN MEKAR JAYA
Batang Tuaka,Sungai Dusun,RT 013 RW 004 DUSUN MEKAR JAYA
Batang Tuaka,Sungai Dusun,RT 014 RW 004 DUSUN MEKAR JAYA
Batang Tuaka,Sungai Dusun,RT 015 RW 004 DUSUN MEKAR JAYA
Batang Tuaka,Sungai Dusun,RT 020 RW 002 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 021 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,RT 022 RW 001 DUSUN MAKMUR
Batang Tuaka,Sungai Dusun,PERKEBUNAN RT 016, 017, 018 DAN 019
Batang Tuaka,Sungai Piring,RT 001 RW 001
Batang Tuaka,Sungai Piring,RT 002 RW 006
Batang Tuaka,Sungai Piring,RT 003 RW 006
Batang Tuaka,Sungai Piring,RT 004 RW 006
Batang Tuaka,Sungai Piring,RT 005 RW 002
Batang Tuaka,Sungai Piring,RT 006 RW 002
Batang Tuaka,Sungai Piring,RT 007 RW 007
Batang Tuaka,Sungai Piring,RT 008 RW 007
Batang Tuaka,Sungai Piring,RT 009 RW 003
Batang Tuaka,Sungai Piring,RT 010 RW 008
Batang Tuaka,Sungai Piring,RT 011 RW 003
Batang Tuaka,Sungai Piring,RT 012 RW 004
Batang Tuaka,Sungai Piring,RT 013 RW 008
Batang Tuaka,Sungai Piring,RT 014 RW 004
Batang Tuaka,Sungai Piring,RT 015 RW 007
Batang Tuaka,Sungai Piring,RT 016 RW 005
Batang Tuaka,Sungai Piring,RT 017 RW 006
Batang Tuaka,Sungai Piring,RT 018 RW 005
Batang Tuaka,Sungai Piring,RT 019 RW 005
Batang Tuaka,Sungai Piring,RT 020 RW 005
Batang Tuaka,Sungai Piring,RT 021 RW 001
Batang Tuaka,Sungai Piring,RT 022 RW 001
Batang Tuaka,Sungai Piring,RT 023 RW 008
Batang Tuaka,Tanjung Siantar,RT 001 RW 001 DUSUN 1
Batang Tuaka,Tanjung Siantar,RT 004 RW 001 DUSUN 1
Batang Tuaka,Tanjung Siantar,RT 001 RW 002 DUSUN 2
Batang Tuaka,Tanjung Siantar,RT 002 RW 002 DUSUN 2
Batang Tuaka,Tanjung Siantar,RT 002 RW 003 DUSUN 3
Batang Tuaka,Tanjung Siantar,RT 003 RW 003 DUSUN 3
Batang Tuaka,Tanjung Siantar,RT 004 RW 003 DUSUN 3
Batang Tuaka,Tanjung Siantar,RT 002 RW 004 DUSUN 1
Batang Tuaka,Tanjung Siantar,RT 003 RW 004 DUSUN 1
Batang Tuaka,Tanjung Siantar,RT 005 RW 004 DUSUN 1
Batang Tuaka,Tanjung Siantar,KEBUN
Batang Tuaka,Tanjung Siantar,KEBUN
Batang Tuaka,Sungai Rawa,RT 001 RW 001 DUSUN 1
Batang Tuaka,Sungai Rawa,RT 002 RW 001 DUSUN 1
Batang Tuaka,Sungai Rawa,RT 003 RW 001 DUSUN 1
Batang Tuaka,Sungai Rawa,RT 004 RW 001 DUSUN 1
Batang Tuaka,Sungai Rawa,RT 005 RW 001 DUSUN 1
Batang Tuaka,Sungai Rawa,RT 001 RW 002 DUSUN 2
Batang Tuaka,Sungai Rawa,RT 002 RW 002 DUSUN 2
Batang Tuaka,Sungai Rawa,RT 003 RW 002 DUSUN 2
Batang Tuaka,Sungai Rawa,RT 001 RW 003 DUSUN 3
Batang Tuaka,Sungai Rawa,RT 002 RW 003 DUSUN 3
Batang Tuaka,Sungai Rawa,RT 003 RW 003 DUSUN 3
Batang Tuaka,Sungai Rawa,RT 004 RW 003 DUSUN 3
Batang Tuaka,Sungai Rawa,RT 001 RW 004 DUSUN 4
Batang Tuaka,Sungai Rawa,RT 002 RW 004 DUSUN 4
Batang Tuaka,Sungai Rawa,RT 003 RW 004 DUSUN 4
Batang Tuaka,Sungai Rawa,RT 004 RW 004 DUSUN 4
Batang Tuaka,Sungai Rawa,RT 005 RW 004 DUSUN 4
Batang Tuaka,Sungai Rawa,RT 001 RW 005 DUSUN 5
Batang Tuaka,Sungai Rawa,RT 002 RW 005 DUSUN 5
Batang Tuaka,Sungai Rawa,PERKEBUNAN
Batang Tuaka,Sungai Rawa,PERKEBUNAN
Batang Tuaka,Sungai Rawa,PERKEBUNAN
Batang Tuaka,Sungai Rawa,PERKEBUNAN
Batang Tuaka,Sialang Jaya,RT 001 RW 001 DUSUN MOGA MULYA
Batang Tuaka,Sialang Jaya,RT 002 RW 001 DUSUN MOGA MULYA
Batang Tuaka,Sialang Jaya,RT 003 RW 001 DUSUN MOGA MULYA
Batang Tuaka,Sialang Jaya,RT 004 RW 002 DUSUN MOGA MULYA
Batang Tuaka,Sialang Jaya,RT 005 RW 002 DUSUN MOGA MULYA
Batang Tuaka,Sialang Jaya,RT 006 RW 002 DUSUN MOGA MULYA
Batang Tuaka,Sialang Jaya,RT 007 RW 003 DUSUN TENGAH
Batang Tuaka,Sialang Jaya,RT 008 RW 003 DUSUN TENGAH
Batang Tuaka,Sialang Jaya,RT 009 RW 003 DUSUN TENGAH
Batang Tuaka,Sialang Jaya,RT 010 RW 003 DUSUN TENGAH
Batang Tuaka,Sialang Jaya,RT 011 RW 003 DUSUN TENGAH
Batang Tuaka,Sialang Jaya,RT 012 RW 003 DUSUN TENGAH
Batang Tuaka,Sialang Jaya,RT 013 RW 003 DUSUN SUNGAI NIBUNG
Batang Tuaka,Sialang Jaya,RT 014 RW 003 DUSUN SUNGAI NIBUNG
Batang Tuaka,Gemilang Jaya,RT 001 RW 003 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 002 RW 003 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 003 RW 006 DUSUN BENTENG JAYA
Batang Tuaka,Gemilang Jaya,RT 004 RW 003 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 005 RW 005 DUSUN BENTENG JAYA
Batang Tuaka,Gemilang Jaya,RT 006 RW 001 DUSUN AUR KUNING
Batang Tuaka,Gemilang Jaya,RT 007 RW 002 DUSUN AUR KUNING
Batang Tuaka,Gemilang Jaya,RT 008 RW 004 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 009 RW 002 DUSUN AUR KUNING
Batang Tuaka,Gemilang Jaya,RT 010 RW 003 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 011 RW 004 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 012 RW 004 DUSUN SUNGAI PINGGAN
Batang Tuaka,Gemilang Jaya,RT 013 RW 005 DUSUN BENTENG JAYA
Batang Tuaka,Gemilang Jaya,RT 014 RW 005 DUSUN BENTENG JAYA
Batang Tuaka,Gemilang Jaya,RT 015 RW 005 DUSUN BENTENG JAYA
Batang Tuaka,Gemilang Jaya,RT 016 RW 006 DUSUN BENTENG JAYA
Batang Tuaka,Gemilang Jaya,RT 017 RW 006 DUSUN BENTENG JAYA
Batang Tuaka,Tasik Raya,RT 001 RW 001 DUSUN KARYA
Batang Tuaka,Tasik Raya,RT 002 RW 001 DUSUN KARYA
Batang Tuaka,Tasik Raya,RT 003 RW 001 DUSUN KARYA
Batang Tuaka,Tasik Raya,RT 004 RW 006 DUSUN KARYA
Batang Tuaka,Tasik Raya,RT 005 RW 002 DUSUN PANTUGU KARYA TENGAH
Batang Tuaka,Tasik Raya,RT 006 RW 002 DUSUN PANTUGU KARYA TENGAH
Batang Tuaka,Tasik Raya,RT 007 RW 002 DUSUN PANTUGU KARYA TENGAH
Batang Tuaka,Tasik Raya,RT 008 RW 003 DUSUN PANTUGU KARYA TENGAH
Batang Tuaka,Tasik Raya,RT 009 RW 003 DUSUN PANTUGU KARYA TENGAH
Batang Tuaka,Tasik Raya,RT 010 RW 004 DUSUN NUSANTARA
Batang Tuaka,Tasik Raya,RT 012 RW 004 DUSUN NUSANTARA
Batang Tuaka,Tasik Raya,RT 013 RW 004 DUSUN NUSANTARA
Batang Tuaka,Tasik Raya,RT 014 RW 005 DUSUN PANGKALAN BARU
Batang Tuaka,Tasik Raya,RT 015 RW 005 DUSUN PANGKALAN BARU
Batang Tuaka,Tasik Raya,RT 016 RW 005 DUSUN PANGKALAN BARU
Batang Tuaka,Tasik Raya,RT 018 RW 006 DUSUN KARYA
Batang Tuaka,Pasir Emas,RT 001 RW 001 DUSUN I
Batang Tuaka,Pasir Emas,RT 002 RW 001 DUSUN I
Batang Tuaka,Pasir Emas,RT 003 RW 001 DUSUN I
Batang Tuaka,Pasir Emas,RT 004 RW 002 DUSUN II
Batang Tuaka,Pasir Emas,RT 005 RW 002 DUSUN II
Batang Tuaka,Pasir Emas,RT 006 RW 002 DUSUN II
Batang Tuaka,Pasir Emas,RT 013 RW 002 DUSUN II
Batang Tuaka,Pasir Emas,RT 007 RW 003 DUSUN III
Batang Tuaka,Pasir Emas,RT 008 RW 003 DUSUN III
Batang Tuaka,Pasir Emas,RT 009 RW 003 DUSUN III
Batang Tuaka,Pasir Emas,RT 010 RW 004 DUSUN IV
Batang Tuaka,Pasir Emas,RT 011 RW 004 DUSUN IV
Batang Tuaka,Pasir Emas,RT 012 RW 004 DUSUN IV
Batang Tuaka,Simpang Jaya,RT 001 RW 001 DUSUN SIMPANG TIGA
Batang Tuaka,Simpang Jaya,RT 002 RW 001 DUSUN SIMPANG TIGA
Batang Tuaka,Simpang Jaya,RT 004 RW 002 DUSUN FAJARGEMILANG
Batang Tuaka,Simpang Jaya,RT 005 RW 002 DUSUN FAJAR GEMILANG
Batang Tuaka,Simpang Jaya,RT 006 RW 002 DUSUN FAJAR GEMILANG
Batang Tuaka,Simpang Jaya,RT 007 RW 002 DUSUN FAJAR GEMILANG
Batang Tuaka,Simpang Jaya,RT 008 RW 003 DUSUN IDAMAN
Batang Tuaka,Simpang Jaya,RT 009 RW 003 DUSUN IDAMAN
Batang Tuaka,Simpang Jaya,RT 010 RW 003 DUSUN IDAMAN
Batang Tuaka,Simpang Jaya,RT 011 RW 004 DUSUN BENTENG MAKMUR
Batang Tuaka,Simpang Jaya,RT 012 RW 004 DUSUN BENTENG MAKMUR
Batang Tuaka,Simpang Jaya,RT 013 RW 004 DUSUN BENTENG MAKMUR
Batang Tuaka,Simpang Jaya,RT 003 RW 001 DUSUN SIMPANG TIGA
Batang Tuaka,Simpang Jaya,SAWAH RT 003
Batang Tuaka,Simpang Jaya,PERKEBUNAN
Gaung Anak Serka,Rambaian,RT 001 RW 001 DUSUN RAMBAIAN
Gaung Anak Serka,Rambaian,RT 002 RW 001 DUSUN RAMBAIAN
Gaung Anak Serka,Rambaian,RT 003 RW 001 DUSUN RAMBAIAN
Gaung Anak Serka,Rambaian,RT 001 RW 002 DUSUN SUMBER JAYA
Gaung Anak Serka,Rambaian,RT 002 RW 002 DUSUN SUMBER JAYA
Gaung Anak Serka,Rambaian,RT 001 RW 003 DUSUN DUA SAUDARA
Gaung Anak Serka,Rambaian,RT 002 RW 003 DUSUN DUA SAUDARA
Gaung Anak Serka,Rambaian,RT 001 RW 004 DUSUN BESAR TAMAN
Gaung Anak Serka,Rambaian,RT 001 RW 005 DUSUN NEK MELAYU
Gaung Anak Serka,Rambaian,RT 002 RW 005 DUSUN NEK MELAYU
Gaung Anak Serka,Rambaian,RT 001 RW 006 DUSUN MAJU JAYA
Gaung Anak Serka,Rambaian,RT 002 RW 006 DUSUN MAJU JAYA
Gaung Anak Serka,Rambaian,PERKEBUNAN BDL
Gaung Anak Serka,Sungai Empat,RT 001 RW 001
Gaung Anak Serka,Sungai Empat,RT 002 RW 001
Gaung Anak Serka,Sungai Empat,RT 003 RW 001
Gaung Anak Serka,Sungai Empat,RT 004 RW 002
Gaung Anak Serka,Sungai Empat,RT 005 RW 002
Gaung Anak Serka,Sungai Empat,RT 006 RW 003
Gaung Anak Serka,Sungai Empat,RT 007 RW 003
Gaung Anak Serka,Sungai Empat,RT 008 RW 004
Gaung Anak Serka,Sungai Empat,RT 009 RW 004
Gaung Anak Serka,Sungai Empat,RT 017 RW 007
Gaung Anak Serka,Sungai Empat,RT 018 RW 007
Gaung Anak Serka,Sungai Empat,RT 021 RW 008
Gaung Anak Serka,Sungai Empat,RT 022 RW 008
Gaung Anak Serka,Sungai Empat,RT 023 RW 009
Gaung Anak Serka,Sungai Empat,RT 024 RW 009
Gaung Anak Serka,Sungai Empat,RT 025 RW 010
Gaung Anak Serka,Sungai Empat,RT 026 RW 010
Gaung Anak Serka,Sungai Empat,RT 010 011 012 RW 005 RT 013 014 015 016 RW 006
Gaung Anak Serka,Sungai Empat,RT 019 020 RW 007
Gaung Anak Serka,Teluk Tuasan,RT 001 RW 001 DUSUN STAKE
Gaung Anak Serka,Teluk Tuasan,RT 003 RW 001 DUSUN STAKE
Gaung Anak Serka,Teluk Tuasan,RT 001 RW 002 DUSUN TUASAN INTI
Gaung Anak Serka,Teluk Tuasan,RT 002 RW 002 DUSUN TUASAN INTI
Gaung Anak Serka,Teluk Tuasan,RT 002 RW 001 DUSUN STAKE
Gaung Anak Serka,Teluk Tuasan,RT 001 RW 003 DUSUN BAHAGIA
Gaung Anak Serka,Teluk Tuasan,RT 002 RW 003 DUSUN BAHAGIA
Gaung Anak Serka,Teluk Tuasan,RT 03 RW 02 DUSUN TUASAN INTI
Gaung Anak Serka,Teluk Tuasan,PARIT NO. 27. 28. 29. 30 DAN 31 TELUK TUASAN
Gaung Anak Serka,Teluk Tuasan,PARIT NO. 1. 2. 3. 4 DAN 5 TELUK TUASAN
Gaung Anak Serka,Sungai Iliran,RT 001 RW 001 DUSUN TELUK SUNGKA HILIR
Gaung Anak Serka,Sungai Iliran,RT 002 RW 002 DUSUN TELUK SUNGKA HILIR
Gaung Anak Serka,Sungai Iliran,RT 003 RW 003 DUSUN TELUK SUNGKA HILIR
Gaung Anak Serka,Sungai Iliran,RT 004 RW 003 DUSUN TELUK SUNGKA HILIR
Gaung Anak Serka,Sungai Iliran,RT 005 RW 004 DUSUN SIAK BESAR
Gaung Anak Serka,Sungai Iliran,RT 006 RW 004 DUSUN SIAK BESAR
Gaung Anak Serka,Sungai Iliran,RT 007 RW 004 DUSUN SIAK BESAR
Gaung Anak Serka,Sungai Iliran,RT 008 RW 005 DUSUN SIAK KECIL
Gaung Anak Serka,Sungai Iliran,RT 009 RW 005 DUSUN SIAK KECIL
Gaung Anak Serka,Sungai Iliran,RT 010 RW 005 DUSUN SIAK KECIL
Gaung Anak Serka,Sungai Iliran,RT 011 RW 006 DUSUN SUNTUNG
Gaung Anak Serka,Sungai Iliran,RT 012 RW 007 DUSUN BILAL
Gaung Anak Serka,Sungai Iliran,RT 013 RW 007 DUSUN BILAL
Gaung Anak Serka,Teluk Sungka,RT 001 RW 001 DUSUN KEJEWAN
Gaung Anak Serka,Teluk Sungka,RT 002 RW 001 DUSUN KEJEWAN
Gaung Anak Serka,Teluk Sungka,RT 003 RW 001 DUSUN KEJEWAN
Gaung Anak Serka,Teluk Sungka,RT 004 RW 001 DUSUN KEJEWAN
Gaung Anak Serka,Teluk Sungka,RT 005 RW 001 DUSUN KEJEWAN
Gaung Anak Serka,Teluk Sungka,RT 006 RW 001 DUSUN KEJEWAN
Gaung Anak Serka,Teluk Sungka,RT 001 RW 002 DUSUN ILIRAN
Gaung Anak Serka,Teluk Sungka,RT 002 RW 002 DUSUN ILIRAN
Gaung Anak Serka,Teluk Sungka,RT 003 RW 002 DUSUN ILIRAN
Gaung Anak Serka,Teluk Sungka,RT 004 RW 002 DUSUN ILIRAN
Gaung Anak Serka,Teluk Sungka,RT 005 RW 002 DUSUN ILIRAN
Gaung Anak Serka,Teluk Sungka,RT 006 RW 002 DUSUN ILIRAN
Gaung Anak Serka,Teluk Sungka,RT 001 RW 003 DUSUN TERJUN JAYA
Gaung Anak Serka,Teluk Sungka,RT 002 RW 003 DUSUN TERJUN JAYA
Gaung Anak Serka,Teluk Sungka,RT 003 RW 003 DUSUN TERJUN JAYA
Gaung Anak Serka,Teluk Sungka,RT 001 RW 004 DUSUN MANGGIS
Gaung Anak Serka,Teluk Sungka,RT 002 RW 004 DUSUN MANGGIS
Gaung Anak Serka,Teluk Sungka,PARIT NO. 30. 31. 32. PARIT LON DAN PARIT KERAMAT
Gaung Anak Serka,Teluk Pantaian,RT 001 RW 001 DUSUN PLAMBOYAN
Gaung Anak Serka,Teluk Pantaian,RT 002 RW 001 DUSUN PLAMBOYAN
Gaung Anak Serka,Teluk Pantaian,RT 001 RW 002 DUSUN PLAMBOYAN
Gaung Anak Serka,Teluk Pantaian,RT 002 RW 002 DUSUN PLAMBOYAN
Gaung Anak Serka,Teluk Pantaian,RT 001 RW 003 DUSUN HARAPAN BARU
Gaung Anak Serka,Teluk Pantaian,RT 002 RW 003 DUSUN HARAPAN BARU
Gaung Anak Serka,Teluk Pantaian,RT 003 RW 003 DUSUN HARAPAN BARU
Gaung Anak Serka,Teluk Pantaian,RT 001 RW 004 DUSUN MURNI
Gaung Anak Serka,Teluk Pantaian,RT 002 RW 004 DUSUN MURNI
Gaung Anak Serka,Teluk Pantaian,RT 001 RW 005 DUSUN BERINGIN
Gaung Anak Serka,Teluk Pantaian,RT 001 RW 006 DUSUN BERINGIN
Gaung Anak Serka,Teluk Pantaian,RT 002 RW 005 DUSUN BERINGIN
Gaung Anak Serka,Teluk Pantaian,PARIT NO40,41,42,43
Gaung Anak Serka,Teluk Pantaian,PARIT NO. 13 DAN 15
Gaung Anak Serka,Teluk Pinang,RT 001 RW 001
Gaung Anak Serka,Teluk Pinang,RT 002 RW 001
